epoch,train_loss,train_acc,train_time,val_loss,val_acc
0,1.7387394200498685,35.5225,26.94295024871826,1.924679229531107,39.23
1,1.2481677162761506,54.9275,25.440657138824463,1.6539336910730675,48.7
2,1.0194483277515862,64.0675,25.40777826309204,1.2399163729027858,57.34
3,0.8730072358164924,69.3,25.38150119781494,0.9317314934126938,67.98
4,0.7525522453716388,73.8325,25.397611379623413,0.8566353637960893,71.13
5,0.6719127685878985,76.9525,25.369441747665405,0.7324632504318334,75.33
6,0.6204593106390188,78.825,25.37967300415039,0.713732075842121,76.01
7,0.5862005491987966,80.075,25.4218590259552,0.7099901762189744,76.49
8,0.5372314101781327,81.745,25.39120650291443,0.6366292600390278,79.07
9,0.5043100126254292,82.83,25.395293712615967,0.7333375675768792,75.94
10,0.47713682350640096,83.6275,25.412937879562378,0.6705818700639508,78.1
11,0.45192266153260924,84.7075,25.382264375686646,0.5736793098570425,81.74
12,0.43839749684349033,85.005,25.34225559234619,0.612232495335084,80.05
13,0.4175136356403272,86.005,25.393749952316284,0.5230512611473663,82.26
14,0.40238631300080696,86.4525,25.387251138687134,0.5559754054757613,82.73
15,0.3840283234945882,87.0,25.451513528823853,0.5371391739271865,82.95
16,0.3675061383376868,87.6075,25.372716426849365,0.5285545089576817,83.04
17,0.35474218794713,88.095,25.428004026412964,0.5228528014466732,82.59
18,0.3454156673659151,88.355,25.395071506500244,0.5219379101372972,83.7
19,0.3309892421237196,89.0425,25.381499528884888,0.49737668905077104,84.29
20,0.3184088093404191,89.2425,25.458590269088745,0.4715520501891269,85.39
21,0.3081281076128871,89.6,25.37491250038147,0.44908706674092935,85.85
22,0.2974284042279941,90.01,25.409520864486694,0.49726591344121135,84.52
23,0.2819156599835085,90.525,25.459593772888184,0.4850178123274936,85.25
24,0.27200434606867474,90.815,25.42511487007141,0.44967435583283627,86.05
25,0.26213760388354523,91.24,25.394854307174683,0.45771198785757716,86.24
26,0.25971725468818374,91.4,25.45237445831299,0.5078960792927802,84.42
27,0.24673424125574647,91.6725,25.456318378448486,0.48385057504041284,85.48
28,0.23880426419047882,92.07,25.44642424583435,0.579381272385392,83.17
29,0.23448965131950836,92.2075,25.46473240852356,0.5009353313642212,85.95
30,0.23064772165811862,92.3825,25.45529055595398,0.511914659715906,85.43
31,0.21940935838717623,92.7675,25.46375060081482,0.3853703648606433,88.23
32,0.2045831301579841,93.08,25.39270257949829,0.4898362750116783,86.52
33,0.20836640649234145,93.025,25.4225332736969,0.41496900610531434,87.9
34,0.19493630466560205,93.525,25.375935554504395,0.46311498612542695,86.68
35,0.20164762581356419,93.3325,25.370930194854736,0.42901118608969674,87.77
36,0.18988184830822502,93.65,25.38834834098816,0.4378312622444539,87.54
37,0.18871907706553945,93.6675,25.40385150909424,0.4357216077137597,86.54
38,0.1866640515815907,93.83,25.406153440475464,0.48910716609864296,86.75
39,0.1811305718085827,94.0625,25.378307819366455,0.5026263827575913,86.66
40,0.16855990452269395,94.5175,25.393853664398193,0.39254030490977854,88.32
41,0.16923261961093344,94.355,25.4619619846344,0.4046955672623236,88.53
42,0.16114052078023125,94.7225,25.379037380218506,0.3956728556865378,89.1
43,0.15865226833227153,94.66,25.448092699050903,0.3948477457595777,88.74
44,0.15247320609922987,95.0575,25.383951663970947,0.4743657466731494,87.49
45,0.14979962415445727,95.025,25.46152138710022,0.47787687333324286,87.71
46,0.14222141838492677,95.27,25.436179876327515,0.4958665131390849,86.67
47,0.1471454793819414,95.165,25.45762348175049,0.4708203909140599,87.41
48,0.14067196818038868,95.2825,25.402712106704712,0.4361747110946269,88.49
49,0.1352338439311844,95.595,25.445077419281006,0.4689908983963954,87.82
50,0.13400559363583217,95.5975,25.430624961853027,0.40246739398829545,88.56
51,0.1445376425505446,95.2475,25.415501594543457,0.48980594058580035,86.87
52,0.14135540907565777,95.26,25.388914585113525,0.4094965474892266,88.95
53,0.13401656806135712,95.6425,25.420823574066162,0.40904289861268633,88.84
54,0.1317584292766766,95.6275,25.420793771743774,0.4441269636154175,87.79
55,0.1292303683051762,95.72,25.43403434753418,0.44894657519799247,88.31
56,0.12576027835805575,95.8825,25.387460470199585,0.44119588540324683,88.81
57,0.12583668468692621,95.8675,25.436790466308594,0.505797744929036,87.03
58,0.12090081103241292,95.9675,25.452245235443115,0.46366615970677966,88.53
59,0.11980737712436591,96.1225,25.449055671691895,0.49593716595746296,87.79
60,0.12163684940852296,95.9875,25.42452359199524,0.43726817075210284,89.06
61,0.1168840020395125,96.2575,25.43162751197815,0.4047598840692375,89.23
62,0.1171736057978659,96.285,25.429989337921143,0.3571115173871004,90.35
63,0.11580855100930404,96.07,25.388269662857056,0.43231973599029494,89.16
64,0.11589179971157171,96.25,25.354772806167603,0.4050501391433085,89.47
65,0.10979576967061518,96.4425,25.40965723991394,0.38639186964004857,89.46
66,0.11069509037695945,96.3175,25.380900859832764,0.38906250290478334,89.29
67,0.11024734402259889,96.395,25.397464513778687,0.37105847989456564,89.99
68,0.10334330704063177,96.635,25.364394664764404,0.4210074502456037,89.51
69,0.10035400147647999,96.8275,25.414193630218506,0.4982697326171247,88.32
70,0.10711415354221963,96.4975,25.401848316192627,0.3829383587912668,90.24
71,0.09530543948348147,96.845,25.35052466392517,0.4592809121631369,88.86
72,0.1019414667629253,96.7425,25.37741708755493,0.5140830825401258,87.5
73,0.09960904677871603,96.7375,25.360921621322632,0.41036147860032096,89.46
74,0.10619800192669938,96.5875,25.339691638946533,0.42080438137054443,89.13
75,0.09528121042746705,96.93,25.32809567451477,0.48190243278123157,88.91
76,0.09621822230886823,96.8575,25.351686239242554,0.41559864316560047,89.91
77,0.10280849360607969,96.7,25.351319074630737,0.4065707729587072,89.97
78,0.09054286786006949,97.065,25.351438283920288,0.44029638152333755,89.23
79,0.09011354287580466,96.9725,25.378010988235474,0.4094464233398579,89.64
80,0.08958176002144433,97.1025,25.385504484176636,0.42200742812850806,89.45
81,0.09338831216299211,96.93,25.34306788444519,0.514641553540773,87.97
82,0.09124617945676604,97.1025,25.320708751678467,0.4552442229624036,89.52
83,0.09417005065239419,96.9375,25.356065034866333,0.5021831172553799,88.34
